id,x,y,longitude,latitude,depth,strat,depth_bin
tut_0100,530.2071485874055,-1585.698211984718,-170.7198605765772,-14.343171561118382,13.414085370017112,18,MID
tut_0101,537.5997485873922,-1582.740211984722,-170.65134414363882,-14.316335698058369,13.405753229776078,18,MID
tut_0102,535.0023485873969,-1580.0882119847256,-170.67546350728196,-14.292391433019825,13.28350379343928,18,MID
tut_0103,536.9004485873934,-1582.8422119847219,-170.6578271497339,-14.317267366581062,12.025126569790281,18,MID
tut_0104,543.0942485873823,-1579.1702119847268,-170.60045245624138,-14.283977147680064,10.81264662797699,18,MID
tut_0105,536.1012485873948,-1579.5782119847263,-170.66528161270313,-14.28776609293937,10.852864416530206,18,MID
tut_0106,540.3969485873872,-1579.068211984727,-170.6254615567525,-14.283095553279841,10.601008004844305,18,MID
tut_0107,543.1941485873822,-1581.4142119847238,-170.5994903440115,-14.304264838835529,15.995930626112996,18,MID
tut_0108,546.0912485873769,-1577.9462119847285,-170.5726872308911,-14.272862064483439,10.824258541077757,18,MID
tut_0109,543.7935485873811,-1581.5162119847237,-170.59393096218562,-14.305177650875246,17.742173295455697,18,MID
tut_0110,537.200148587393,-1582.740211984722,-170.65504951613545,-14.316341105813594,10.730898012730929,18,MID
tut_0111,528.9084485874077,-1587.228211984716,-170.7318880962604,-14.357019178333648,15.870784218756212,18,MID
tut_0112,537.100248587393,-1582.9442119847217,-170.65597305070523,-14.318186934027306,17.64944823257209,18,MID
tut_0113,533.3040485873998,-1581.8222119847233,-170.6911883180149,-14.308090587002654,15.655232775841007,18,MID
tut_0114,537.3999485873926,-1582.8422119847219,-170.6531954140021,-14.317260651573973,16.400697413886938,18,MID
tut_0115,537.3999485873926,-1580.0882119847256,-170.6532336022833,-14.2923600812235,10.445616162691284,18,MID
tut_0116,538.3989485873908,-1582.1282119847228,-170.64394212218025,-14.310791258735016,13.518741477933638,18,MID
tut_0117,537.3000485873927,-1580.0882119847256,-170.65415984723776,-14.292361429002417,8.767738987918985,18,MID
tut_0118,533.8035485873991,-1581.210211984724,-170.68656442538486,-14.302551047582092,7.314725602469651,18,MID
tut_0119,537.7995485873919,-1582.5362119847223,-170.6494943193004,-14.314488488197375,13.169326149366476,18,MID
tut_0120,543.2940485873819,-1579.068211984727,-170.59860168100508,-14.283051793044091,8.61823717131599,18,MID
tut_0121,534.5028485873977,-1581.1082119847242,-170.68008170382404,-14.301620168121673,16.201107461287595,18,MID
tut_0122,533.4039485873998,-1581.6182119847235,-170.69026453219286,-14.30624488883615,9.295484513676849,18,MID
tut_0123,532.105248587402,-1584.6782119847194,-170.70227003956606,-14.333927668763856,9.150350107493034,18,MID
tut_0124,543.8934485873808,-1578.8642119847273,-170.59304779093986,-14.281197883586762,14.788688762501003,18,MID
tut_0125,531.5058485874031,-1584.984211984719,-170.70782497685178,-14.336701313621155,13.12155381944045,18,MID
tut_0126,546.6906485873758,-1577.9462119847285,-170.567130295102,-14.272852034678483,6.943050007845174,18,MID
tut_0127,541.1961485873858,-1578.1502119847282,-170.61806592024715,-14.27478360852015,12.090284063210664,18,MID
tut_0128,541.3959485873854,-1580.8022119847246,-170.6161729355257,-14.298758895930122,15.374794244638005,18,MID
tut_0129,539.6976485873884,-1579.068211984727,-170.63194498843112,-14.283105662218343,9.626841301333252,18,MID
tut_0130,534.1032485873984,-1581.4142119847238,-170.683782977372,-14.30439186183834,17.64524431189899,18,MID
tut_0131,538.3989485873908,-1582.026211984723,-170.64394357495956,-14.309869016736814,13.14443322944937,18,MID
tut_0132,523.4139485874177,-1587.6362119847154,-170.78284308333136,-14.360760342909044,16.970721198629278,19,MID
tut_0133,520.6167485874228,-1584.16821198472,-170.80881270461362,-14.329426128203563,9.328347687283385,19,MID
tut_0134,517.9194485874275,-1583.8622119847205,-170.83382779466825,-14.326678188031025,6.01016997382663,19,MID
tut_0135,521.615748587421,-1584.984211984719,-170.79954206634852,-14.336796507497214,15.536154170708764,19,MID
tut_0136,522.4149485874195,-1585.1882119847187,-170.79212886096295,-14.338634634832134,15.036264159299721,19,MID
tut_0137,519.6177485874246,-1584.6782119847194,-170.8180730769429,-14.334044675079594,15.112322236215748,19,MID
tut_0138,523.6137485874174,-1587.5342119847155,-170.7809909084099,-14.359836388181767,7.399870776561494,19,MID
tut_0139,524.7126485874153,-1588.1462119847147,-170.77079342724227,-14.365360240319378,15.4750040851582,19,MID
tut_0140,522.8145485874188,-1586.2082119847173,-170.78841442555486,-14.347853869925519,11.74301617420734,19,MID
tut_0141,521.016348587422,-1584.882211984719,-170.80510149471098,-14.33587888509893,8.125337776460269,19,MID
tut_0142,524.0133485874167,-1587.942211984715,-170.77728113224575,-14.363521929678411,16.992883427998066,19,MID
tut_0143,521.4159485874213,-1584.7802119847192,-170.8013965670447,-14.334953560623411,11.927603966702588,19,MID
tut_0144,521.7156485874207,-1584.984211984719,-170.79861562793806,-14.336795723151017,11.829008077873626,19,MID
tut_0145,528.1092485874092,-1579.3742119847266,-170.7393821943357,-14.286014239966965,23.82709889432415,20,DEEP
tut_0146,518.3190485874268,-1581.6182119847235,-170.83013745549735,-14.306385948337098,18.66108111775377,20,DEEP
tut_0147,520.6167485874228,-1578.6602119847275,-170.80885480666,-14.279624347553513,27.21858335371235,20,DEEP
tut_0148,520.0173485874238,-1580.8022119847246,-170.8143961574429,-14.298996132467927,19.58079638306568,20,DEEP
tut_0149,528.0093485874095,-1579.2722119847267,-170.74030947841862,-14.285092999726727,29.702823056146205,20,DEEP
tut_0150,517.5198485874282,-1582.2302119847227,-170.83754400272616,-14.311924664313329,29.195893411795243,20,DEEP
tut_0151,529.6077485874066,-1578.7622119847274,-170.72549551414744,-14.280465118525257,27.35870490887573,20,DEEP
tut_0152,529.907448587406,-1577.7422119847288,-170.72272819168623,-14.271239382725572,24.159352279588045,20,DEEP
tut_0153,525.8115485874134,-1579.3742119847266,-170.76068541949272,-14.28603660574996,28.060292731853792,20,DEEP
tut_0154,528.1092485874092,-1578.7622119847274,-170.7393885619054,-14.280480725503308,29.53484106855252,20,DEEP
tut_0155,520.2171485874235,-1580.496211984725,-170.81254588149343,-14.296227912093713,25.746149911325332,20,DEEP
tut_0156,523.0143485874185,-1579.5782119847263,-170.78661808957006,-14.287905771571884,24.77687909003564,20,DEEP
tut_0157,528.6087485874084,-1578.8642119847273,-170.73475646419996,-14.281397865464426,28.759939379015627,20,DEEP
tut_0158,520.6167485874228,-1578.7622119847274,-170.80885402846502,-14.280546604643156,27.07384245280238,20,DEEP
tut_0159,529.407948587407,-1578.6602119847275,-170.72734902955412,-14.279544994523139,29.483702364769734,20,DEEP
tut_0160,529.2081485874073,-1578.7622119847274,-170.72920032523533,-14.280469359622774,29.354622513754475,20,DEEP
tut_0161,522.4149485874195,-1579.782211984726,-170.79217382104733,-14.289755198921759,26.38933302352801,20,DEEP
tut_0162,529.6077485874066,-1578.5582119847277,-170.7254977491796,-14.27862061523158,29.955727299712404,20,DEEP
tut_0163,525.2121485874145,-1579.5782119847263,-170.76624088419533,-14.287886634826187,20.880606441699,20,DEEP
tut_0164,521.3160485874214,-1579.8842119847259,-170.80236171627627,-14.29068613249972,26.009968077169148,20,DEEP
tut_0165,518.5188485874264,-1581.312211984724,-170.82828692604573,-14.303617849192952,26.05639733618257,20,DEEP
tut_0166,526.8105485874116,-1579.4762119847264,-170.75142213068008,-14.286949368727193,29.4559650421143,20,DEEP
tut_0167,528.1092485874092,-1578.6602119847275,-170.7393896229019,-14.279558472842867,28.69734034210385,20,DEEP
tut_0168,528.1092485874092,-1579.2722119847267,-170.7393832557867,-14.285091987734829,29.054560966511964,20,DEEP
tut_0169,525.4119485874141,-1579.4762119847264,-170.76438937223884,-14.286962554793314,22.891719866661493,20,DEEP
tut_0170,520.4169485874231,-1578.7622119847274,-170.81070644549348,-14.280548084086345,22.82172886986518,20,DEEP
tut_0171,520.1172485874235,-1578.7622119847274,-170.81348507143127,-14.280550276237879,26.384026363407873,20,DEEP
tut_0172,526.610748587412,-1588.4522119847143,-170.7531858773644,-14.368109293321398,23.89956425753754,21,DEEP
tut_0173,527.5098485874103,-1588.0442119847148,-170.74485098326394,-14.364411471008708,22.111504352174396,21,DEEP
tut_0174,525.5118485874139,-1588.0442119847148,-170.7633819656851,-14.364430704520181,23.04647554565269,22,DEEP
tut_0175,546.5907485873761,-1581.1082119847242,-170.56800190502764,-14.301443010825949,28.96189508211952,23,DEEP
tut_0176,546.9903485873754,-1579.8842119847259,-170.5643181253033,-14.290369442164241,20.998541719065738,23,DEEP
tut_0177,550.0872485873697,-1579.4762119847264,-170.5356127185638,-14.286626228681534,28.657826100601152,23,DEEP
tut_0178,545.8914485873772,-1580.8022119847246,-170.57449102125284,-14.298687993428473,18.887398863857722,23,DEEP
tut_0179,549.387948587371,-1579.4762119847264,-170.54209617706405,-14.28663878683695,25.423653631467477,23,DEEP
tut_0180,549.5877485873707,-1579.4762119847264,-170.54024375970752,-14.28663521680749,27.227828408010897,23,DEEP
tut_0181,546.1911485873768,-1581.0062119847244,-170.5717087429894,-14.300527476591304,18.29909844312765,23,DEEP
tut_0182,550.1871485873696,-1579.4762119847264,-170.53468651072242,-14.286624420247398,29.742897711614635,23,DEEP
tut_0183,548.1891485873732,-1580.3942119847252,-170.55319430809075,-14.294960003297225,27.636537103883647,23,DEEP
tut_0184,546.3909485873764,-1581.0062119847244,-170.56985620448032,-14.3005241337891,21.768857123553467,23,DEEP
tut_0185,546.6906485873758,-1581.0062119847244,-170.56707739761694,-14.300519092535595,25.5018803351315,23,DEEP
tut_0186,552.5847485873653,-1578.6602119847275,-170.5124734439991,-14.279202109346272,29.442277056670854,24,DEEP
tut_0187,549.387948587371,-1578.0482119847284,-170.54212227543607,-14.27372753017515,29.689742492648197,24,DEEP
tut_0188,552.684648587365,-1578.354211984728,-170.5115532343524,-14.276433525713209,27.811161261698686,24,DEEP
tut_0189,549.7875485873703,-1578.252211984728,-170.53841389548364,-14.275564847569413,23.447095463171763,24,DEEP
tut_0190,549.1881485873714,-1578.8642119847273,-170.5439597378841,-14.281108947025315,19.599693994475537,24,DEEP
tut_0191,549.7875485873703,-1579.068211984727,-170.53839886255003,-14.282942705245175,23.36718481891444,24,DEEP
tut_0192,548.6886485873722,-1578.0482119847284,-170.54860537069536,-14.27373990013507,29.8559646606445,24,DEEP
tut_0193,549.6876485873704,-1579.068211984727,-170.53932505582094,-14.282944498785126,22.813279208078722,24,DEEP
tut_0194,549.6876485873704,-1579.2722119847267,-170.53932130378894,-14.284788962729804,23.55731270804628,24,DEEP
tut_0195,552.4848485873654,-1578.252211984728,-170.51340754098788,-14.275515087208547,29.461229722025234,24,DEEP
tut_0196,550.1871485873696,-1579.1702119847268,-170.53469219595033,-14.283857726468101,26.393875271138217,24,DEEP
tut_0197,549.387948587371,-1578.354211984728,-170.54211668512332,-14.276494229211409,26.017010276196274,24,DEEP
tut_0198,549.4878485873708,-1579.2722119847267,-170.54117370580147,-14.284792539484442,28.099053000274107,24,DEEP
tut_0199,549.4878485873708,-1578.6602119847275,-170.5411849150402,-14.279259145349501,20.64191552171779,24,DEEP
tut_0200,549.4878485873708,-1578.7622119847274,-170.54118304716707,-14.280181377884167,21.022153177376257,24,DEEP
tut_0201,549.2880485873711,-1578.7622119847274,-170.54303541198092,-14.280184939031624,20.131675708422545,24,DEEP
tut_0202,535.1022485873966,-1579.068211984727,-170.67455051759057,-14.283167701244867,20.840243458741305,25,DEEP
tut_0203,535.0023485873969,-1577.8442119847286,-170.67549257814488,-14.272101994532848,23.546854035208028,25,DEEP
tut_0204,535.8015485873955,-1578.252211984728,-170.66807786475792,-14.275780778379769,22.765427225702542,25,DEEP
tut_0205,535.6017485873958,-1578.354211984728,-170.6699288785941,-14.276705599021675,28.753563527641386,25,DEEP
tut_0206,535.6017485873958,-1578.1502119847282,-170.66993156531123,-14.274861104640696,23.35888595893516,25,DEEP
tut_0207,541.0962485873858,-1575.8042119847314,-170.6190277232195,-14.25357350305645,28.010366886550333,26,DEEP
tut_0208,537.5997485873922,-1575.4982119847318,-170.65144493565757,-14.250856316680698,22.342896676367616,26,DEEP
tut_0209,546.4908485873761,-1574.8862119847327,-170.56903516498068,-14.245188263387842,25.402829390951634,26,DEEP
tut_0210,535.3020485873963,-1573.968211984734,-170.67276462081796,-14.23705272934768,20.020736329564574,26,DEEP
tut_0211,540.5967485873869,-1574.9882119847325,-170.6236703690187,-14.246202895402494,26.647023882344275,26,DEEP
tut_0212,535.7016485873955,-1574.2742119847335,-170.66905650819032,-14.239814375607528,19.85052807753263,26,DEEP
tut_0213,531.0063485874041,-1576.6202119847303,-170.7125532447824,-14.26108254365418,18.26082103042789,26,DEEP
tut_0214,538.0992485873912,-1575.6002119847317,-170.64681312625817,-14.251771755158817,22.147355288613387,26,DEEP
tut_0215,532.2051485874019,-1575.396211984732,-170.70145434137265,-14.250001870186118,25.694998762322513,26,DEEP
tut_0216,535.7016485873955,-1574.4782119847332,-170.6690538212419,-14.241658875235888,23.13619608865357,26,DEEP
tut_0217,540.9963485873861,-1575.396211984732,-170.61995998226232,-14.249886003895101,29.653764377990523,26,DEEP
tut_0218,543.1941485873822,-1575.7022119847315,-170.59958163352985,-14.252619414632573,22.289099976609823,26,DEEP
tut_0219,535.8015485873955,-1573.866211984734,-170.66813586419008,-14.236124090677947,24.1906540679121,26,DEEP
tut_0220,544.39294858738,-1575.1922119847322,-170.58847707848176,-14.247989302959752,28.362761205403437,26,DEEP
tut_0221,532.8045485874009,-1575.4982119847318,-170.69589664995746,-14.250917105706497,24.98554301123215,26,DEEP
tut_0222,537.4998485873923,-1572.7442119847356,-170.65240910475362,-14.225956960887975,27.984813035173865,26,DEEP
tut_0223,533.9034485873988,-1574.9882119847325,-170.68571616341922,-14.24629265260072,21.875920479289313,26,DEEP
tut_0224,538.6986485873902,-1575.4982119847318,-170.64125811494625,-14.250841219671154,18.884609669282884,26,DEEP
tut_0225,535.3020485873963,-1572.9482119847353,-170.6727778966439,-14.227830221355479,24.588786732899234,26,DEEP
tut_0226,541.4958485873851,-1575.6002119847317,-170.61532651845502,-14.251723072296434,23.230573756780412,26,DEEP
tut_0227,537.699648587392,-1572.5402119847358,-170.65055999126804,-14.224109761936145,28.296089671708724,26,DEEP
tut_0228,535.7016485873955,-1573.6622119847343,-170.66906456672896,-14.234280875012965,25.44032441304983,26,DEEP
tut_0229,535.4019485873962,-1575.0902119847324,-170.67182394421002,-14.247196208426917,23.945250487350187,26,DEEP
tut_0230,547.8894485873736,-1576.110211984731,-170.5560489341813,-14.25623134549012,29.557245652030243,26,DEEP
tut_0231,547.7895485873739,-1576.4162119847306,-170.55696961852797,-14.258999775990796,27.023841572884315,26,DEEP
